input	target
@USER Antifa log tosser. URL	0
@USER @USER @USER @USER @USER  #DoYourJob #DoTheRightThing -U all know well what a stellar #SCOTUS #JudgeKavanaugh will B-a documented lifetime of excellence Don't B puppets obstructing @USER who is #MAGA &amp; #KAG #ConfirmKavanaughNow #MAGA #KAG	0
#disgusted her constituents voted liberal #LeonaAlleslev #fuck off URL	0
"3)  Conservatives think it because the NeoCon infiltration that successfully corrupted, and nearly destroyed, conservatism has been brainwashing them for decades to accept anything with the free trade"" label as good - and anything with ""protectionist"" attached to it as bad."""	1
@USER Zarries didn’t start this conversation! It was a larry shipper that trash talked our ship!! So how about y’all petty ass larries stay out of our mention eh?!!	1
@USER I hope you are right	0
@USER Horse Shhh! Here’s how she is viewed! URL	0
@USER re Ford when she was 15 where were her parents. Are liberals/corrupt politicians All going collude with people to come up with stories from Years ago that can't be proved.  And to the Senator from Hawaii she's the reason women have a hard time. Life ain't easy.	1
@USER @USER Why do you have to bring race into this the real racist are Democrats and liberals like you.	1
@USER The killer is in the house. #MAGA #WallDoesntProtectFromAmericans	1
@USER @USER @USER @USER @USER I get what you mean though I have never personally seen any liberals complain about white conservative people immigrating here from Poland or wherever. Does that happen on a large scale? I guess a better way to phrase my initial point would be diverse immigration.	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Thought I'd share a boob picture too! URL	0
@USER @USER @USER @USER @USER @USER Her links to Planned Parenthood which is the reason why liberals don't want a conservative judge.	0
@USER @USER @USER That's correct. Talk to the trees and rocks about how great Antifa is. They cant give you any feedback. People can see how sick and demented Antifa is. URL	0
@USER @USER @USER Yeah sorry girl but he is right if you actually look up the history. They were created in LA to fight back against violence by Bloods/Crypts	0
@USER Fuck em all. Complete morons	1
@USER The real ANTIFA!! URL	0
@USER She is unhinged and not to be taken seriously by anybody.	0
@USER I'm Jackie~ She is a great character to be tbh	0
"@USER My feelings exactly.   I was watching a video of an ANTIFA rally"". They were fighting with and cursing at the police. At one point they began fighting with counterprotesters and one was injured. His cohorts immediately began screaming for someone to call 911. Really?"""	0
@USER Go home and sleep Johny.	0
@USER She is fine	0
@USER @USER Yes! I got Twitter account just to follow him : )	0
"@USER if you are trying to use the word pet"" as in like... a term of endearment towards another human you can just use ""chouchou"""""	0
@USER Won't be legalized federally since it can be used as back door gun control.	0
@USER @USER @USER @USER @USER @USER @USER @USER Its legal in India and if you adult women only you have to sign it you don't need the other person signature why this rabble rousing in India take it to Vatican &amp; Ireland etc @USER take it where it's  banned Church preachers not to do abortion even if you are raped??	0
@USER @USER Says the bitch ass boy hiding behind a keyboard it don’t hurt to ask for help sometimes can’t do everything alone you fucking clown if he can help then something is better than nothing that’s why I asked even if he can’t it don’t hurt to ask fuck off my twitter weak ass nigga	1
@USER He is older but that's before the Cooley days	0
@USER Did he read ‘Mein Kampf’ to understand Hitler’s influences. That would be some photo. Mike Moore buying Mein Kampf	0
@USER just what would she lose/ She is a hero with the Cuckoo class	0
@USER You are so smart! 🤣	0
@USER @USER confession. i was pregnant with your child after our second makeout. he is 7 years old tomorrow.	0
@USER @USER @USER Top 15!? Yes he is??	0
@USER He is very skilled😂😂	0
@USER you are a lying corrupt traitor!!! Nobody wants to hear anymore of your lies!!! #DeepStateCorruption URL	1
@USER David Dennison might know where he is.	0
@USER Cross them of the list....	0
@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.	1
@USER @USER @USER They need to only ever see the sky from the safety of a HMP exercise yard	0
@USER @USER He is according to every religion on Earth except for compromised Protestant sects like episcopalians	0
@USER @USER #JOKE - #patrickmouratoglou blatantly used hand signals - He also cheated on his wife with #Serena - @USER got caught and went defensive manipulative entitled sideways - The story isn't about #race #gender #equality - It's about #cheating #ACCOUNTABILITY	0
@USER @USER No one is threatening her.  All a ploy for sympathy and further attack on conservatives.	0
@USER @USER What do you mean by not for 45 years? I recall relatively recent local gun control laws being overturned by Congress. Am I misremembering?	0
@USER He is so full of BS!	1
@USER @USER I don’t know where you get your facts or if you’re making them up but give it up man! URL	0
@USER ABSOLUTELY FALSE. WE ALL KNOW CP24 IS WITH LIBERALS. REMEMBER DOUG FORD IS TRYING TO SAVE TAX PAYERS’MONEY	0
@USER Blame Trump for the weather and the corruption that existed for decades in PR. What an ass typical democratic	1
@USER @USER Not to mention the outrageous amount of taxpayer dollars spent on her for this Taxpayers Funded 'Unprecedented' Armed Protection for Gun Control Sen. Kamala Harris | Breitbart URL via @USER	0
@USER @USER We have been saved from you! MAGA!	1
@USER Gun control . . . means being to hit what your aiming at! These elderly homeowner have great gun control!	1
@USER Go buy an Antifa shirt from wal mart you lumpenprole	1
@USER Nhs is only the way it is because we have a over populated country  Conservatives have privertised were nhs buys from	0
@USER @USER pathetic	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER Breaking:  Radical Antifa footage. URL	0
@USER @USER Gun control anyone? #DisarmHate	0
@USER @USER @USER @USER Hes comin for ur woolly bitches	1
@USER HE IS THE BEST	0
@USER @USER @USER @USER @USER You are a fascist pig. Now go report my to your shitty Twitter so I will be removed.	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ...and #LeviStrauss wanting gun control How many of us wonder why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL	1
@USER @USER YES BITCH	1
@USER CONway say it louder for your fellow #MAGA Trumpkins because they are the horrible peiple insulting her! URL	1
@USER That's not hair. Those were polyester fibers because Yoda is (or was) a puppet.	0
@USER @USER She's probably a millionaire now and once they get paid all that money to slander and ruin someones name they go away because they don't want to get sued  for slander/libel. The Democrat Party pays a lot of money to get people to make false accusations against conservatives.	1
@USER @USER 😍 She is coming to Italy! 🇮🇹 URL	0
@USER @USER @USER Black conservatives are routinely labeled by Black 1% as “Uncle Tom’s.” That is attacking Black conservatives for being Black.	0
@USER Where were these morons when the Groper Trudeau and his lying Liberals stomped all over our Charter with their Values Test? Where was Holt Renfrew’s favourite shopper Horwath? Premier Ford is trying to save taxpayers money! Maybe that’s what bugs Horwath??	1
@USER Yes she is	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Now following all the patriots that I wasn't already following! Let's MAG &amp; KAG &amp; VOTE RED together! Thank you all!	0
@USER @USER I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.	0
@USER I thought it would be worse. I thought they would be shooting liberals in the streets by now.	1
@USER @USER @USER How many car windows did you smash today while wearing a pussy hat? You anti-American antifa fucktards are a pathetic waste of life. We will slap you down at the ballot box once again. URL	1
@USER @USER But antifa is her people	0
@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent	1
@USER Yay!  Look at the liberals complaining yet again!	0
@USER Funny that even the woman that brought Roe vs. Wade to the #SCOTUS regretted it later. It was one thing to have a medical emergency that required an abortion (though rare) &amp; another to have liberals celebrating killing their unborn children &amp; pretending it's health care.	1
@USER What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us.	1
@USER SJSHSJ THATS MY JOB BITCH	1
@USER @USER You are a bright star for Texas.	0
#pnpcbc #cdnpoli #bcpoli #ontpoli #alpoli More to Join #Conservatives URL	0
@USER @USER @USER DAVID BIRNBAUM::::The INVISIBLE MAN…EXCEPT AT ELECTION TIME. EXACTLY WHAT IS WORST ABOUT THE LIBERALS…ARROGANCE &amp; COMPLACENCY. DID I MENTION ARROGANCE &amp; CONTEMPT FOR THE ELECTORS?	1
"@USER @USER @USER @USER In our house this is known as the sadim touch"" , the reverse Midas, when everything turns to ratshit."""	0
@USER Too late. #ANTIFA	0
@USER amenadiel's were my favorite. the massive triangle shape... the actor being hot.... the big connection spots.... kisses my fingertips	1
@USER @USER Thanks David. Was always helpful and inspiring when I was a student. He is greatly missed.	0
@USER Brennan probably wrote that NYT op-ed	0
#Tories #Labour #GE2017 #Conservatives Conservatives URL theresa_may: I’m pleased the Government is investing £2 billion in new long-term funding to build more affordable and social homes. Everyone deserves a decent and safe place to… URL	0
@USER Brown like you	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Absolutely.	0
@USER @USER @USER @USER @USER We can win the Menendez seat for #MAGA!  🇺🇸 There are 2.4 million registered Independent Republicans in NJ &amp; we outnumber establishment R’s 2:1!  🇺🇸 Only 2.1 million registered D’s in NJ  🇺🇸 On November 6th in  NJ R is for RINO!  🇺🇸 This mid term in  NJ True Red is I-R	0
@USER Pants drooping below the ass...	1
#war in conservatives#war on unborn babies#war on education#war on civility URL	0
I hate the Democrats but they do Fight like H3LL everyday.  R's are making so much from Lobbyist they don't give a damn what we want.  I'm Ready for #MAGA Party   but we have to get Trump elected 2020 and keep democrats out till 2020 URL	1
@USER @USER @USER Again for the hard of hearing: An AR15 is an INANIMATE object. An AR15 is not INHERENTLY evil. Gun control DOESN'T decrease gun violence. Armed citizens are LESS LIKELY to become victims of mass shootings. The Holocaust was not prevented by BANNING ovens.	1
5.10am Still a crowd at Queens Park protesting the conservatives middle of the night power grab. Shame on the conservatives! What kind of party creates chaos during an election? Rather than working with their citizens to create a healthy economy? @USER #ONpoli	1
@USER Another terrorist attack not reported by msm	0
@USER @USER That's funny she says she is a mental health counselor yet has displayed the actions of a complete paranoid phycho!	0
@USER Pat Shurmer scored 7 points against the eagles in playoffs last year and only 22 at home vs saints until miracle play he is not a great offensive coach.	0
A bitch just be minding her business 💁🏽😂	1
@USER @USER @USER i really wish they could find someone better than Cuccinelli to represent Conservatives... he is the epitome of a douche bag used car salesman with a law degree.	0
@USER They still making bread	0
@USER @USER You mean you didn’t see AntiFa there?	0
@USER let me correct this. jeno is my soul and you are my mate skshsksk	0
@USER //xD Well the suffering she goes through and all the terrible shit she sees ends up making her pretty insane (I think you already seen that from certain things I posted XD) but hey at least she's only insane to bad guys!	1
@USER @USER First law — sensible fucking gun control!	1
@USER And here are an Antifa Group after Old Boy Nazi Soros forgot to pay them... URL	0
@USER Looks like the Democrats are on the right side of history.... Conservatives are always wrong... Prove otherwise upper east side Buck... Have you ever eaten in an Applebee’s?	0
@USER Tell me did restoring your computer to an earlier date correct your problem you were having ?	0
@USER @USER @USER @USER He is evading suspension	0
"@USER Lol, read the title and you already know whats coming... ...who support common sense solutions to reducing gun violence,"" How is gun violence different from other violence? What is a non-automatic firearm? What is common sense gun control? Is it like Chicago, NY,.. London?.."""	1
@USER Good move....he is the big loser	1
@USER And shit like this is why no real research gets done on us.	1
@USER refuses to release thousands of documents #WhatAreTheyHiding   Consistent decisions AGAINST women's rights  civil rights  gun control  immigration  health care And financial problems..who paid off his debt   Why would ANYone vote to confirm	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.	1
"@USER Someone should'veTaken"" this piece of shit to a volcano. 😂"""	1
@USER She should ask a few native Americans what their take on this is.	1
@USER I made my position clear with the principal...that clearly he is used to dealing with young adults. My son isn't mentally. I would ask they check before sending me that msg again. I think my likeness is a dart board in the staff lounge	0
@USER @USER He said both sides had good people on them. Why is it bad to say that not everyone who went there were white suprematists and not all the people there were ANTIFA? That nuance.	0
"@USER Hallo please find the unroll here: Thread by @USER 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs […]"" #FakeNews #MAGA URL See you soon. 🤖"""	1
@USER And I’ll assume you are anti-Jujubes?	0
"@USER Also she's thick as shit despite her posh brainy voice"" on QT when the ""refugee"" crisis was at it's peak,she said they should come in because there may be surgeons &amp; dentists amongst them.Fecking leftie lunatic.#ScruffBag"""	1
@USER @USER @USER Not saying I disagree with you at all some of the far right stuff I’ve been reading lately is disgusting. But would you also say groups like AntiFa should be banned and labelled as a terrorist organisation? They use violence and fear tactics too.	0
@USER btw haven't heard about ANTIFA lately since Soros ran off without paying them after their violent riots across the US	0
@USER I hope he traded this winter as he is the worst defensive catcher I’ve ever seen itsnot even funny anymore as 14 passed balls in only 71 games? Wow.... that’s nuts	0
Buying this today best of luck on your new book!  @USER #MAGA URL	0
@USER You are strong girl. Don't listen to the trash talk. They don't know anything. You just go and tell the truth. That's all that matters. 🙏🌊🙏🌊	0
@USER Antifa ate my homework.	0
@USER Well...he is now firmly part of the establishment....let's see how that goes for him.	0
@USER God is so good!	0
@USER Charge!!!! People know how good you are at makeup by pictures! You can’t keep doing that you’ll be skint!	0
@USER Wasn't Lois C.K's issue asking inappropriate questions ? - so he is being put into the same category as racists / people who assault others sexually ... seems a bit over the top if that's the case. I remember when we used to use the law to decide a persons guilt / punishment.	0
@USER Bullshit there's rich liberals too so what are you saying ???	0
@USER @USER How do I connect my USB token to an iPhone?	0
@USER Holder has a perverted view of the law. Not surprising since he is a Democrat.	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly but they’ll never put him on tv 📺	0
@USER Google anti-American? URL	0
@USER @USER @USER @USER @USER Private companies don't give a toss about anything but profit. It's in their terms. They have no choice. It's what bizzniss is.  The trouble comes when Randian deludes out for a directorship decide to ignore everyone else in the country and create an artificial market for health.	0
Did Someone just say maga 2k19	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER What role does gun control play on school safety?	0
@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚	1
@USER A recycled tweet to stir the passions of men who watch porn and strangely insult the women who make it.  Well done BB.	0
@USER @USER @USER @USER How so?	0
@USER Liberals philosophy is your guilty until proven innocent	0
@USER @USER @USER Useful idiots for international communism just like antifa today. URL	1
@USER Lmao 😂 man oh man she is thanking a drug addict for support ? The other guy had it right shes a story teller plain and simple!	0
@USER So dam sexy!	0
@USER i BREATGE in kpop stan u nigger	1
@USER Children  should be seen and not heard!!!	0
@USER Good game man	0
@USER be yourself they love u for who you are x	0
@USER Hectares cultivated with poppy for opium grew exponentially like never before during Obama thou. I bet you celebrated his troop retreat. Myanmar made so much money with the opium they're building a bigger totally modern port	0
@USER As if....	0
🚂 #MAGA #Patriot #Qanon #WalkAway #WWG1WGA #GodsArmy #TheGreatAwakening #JESUSLIVES 🇺🇸 @USER @USER #CatchTheRedWave #VoteRed ME TOO! ALL ABOARD THE #TrumpTrain URL	0
@USER You are amazing and I love youuuu!!	0
@USER I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state 😂	1
@USER @USER @USER disgusting. These people will take over this country one day and then all the lefties and liberals will be very upset when they are forced to wear a burka. Imagine @USER 😂. The worst mistake EVER was letting these people in so freely. They do not appreciate it.	1
@USER @USER @USER He is entitled to tell his side of story.Then judge.	0
"President Trump's economy is the rising tide that is lifting all boats. This is especially true for Hispanics who were among the biggest victims of the low-growth, high-regulation economy under Obama""  Hispanics flourishing in Trump economy URL #VoteRed #MAGA"""	0
"1/ Here's @USER as quoted by @USER factually incorrect on no less than 6 counts: Trump is raising taxes not just on Democrats, he’s raising taxes on  Democrats &amp; Republican &amp; independents &amp; conservatives &amp; short people &amp; tall people."""""	0
@USER @USER Good god woman. Shut up. If you liberals really believed this @USER would have spoke out against this the day she received the letter.	1
@USER Someone please call for gun control because the Bengals can't stop shooting them selfies in the foot URL	1
@USER @USER @USER Was he trying to fool you?	0
But does he schmooze with Communist #Putin in Helsinki like your daddy?   . @USER @USER @USER #MAGA @USER @USER @USER @USER URL	1
Prepare for the midterms by reading Creating the Declaration of Independence by @USER to understand what Made America Great in the First Place URL #MAGA #KAG @USER @USER @USER @USER @USER @USER	0
@USER Odd how conservatives keep getting exposed of being child fuckers.   Thats why they're against abortion. More victims	1
@USER @USER Not so bloodless for some  ... because ANTIFA...	0
@USER Bob is an old man living in the past. He has no idea what the working class has been through. Promises from both the Dems &amp; Rep career politicians with their expensive law degrees and never worked a day in their lives. It took @USER to finally listen and take action.	0
@USER Oh shit stay safe!! !!	0
@USER @USER @USER She was so freaking happy when she got her 'No' from Kavanaugh. I seriously hope she has him for perjury or at least can force recusal.  Either way she is an immensely elegant speaker cut from the same cloth as Obama who I badly want to run in 2020.	0
@USER @USER Antifa is a terrorist organization funded by George Soros	0
@USER we are done. you have no knowledge base for any of this and you are drunk on lies.	1
URL                                My loyal #MAGA followers need to read this!!!	0
@USER It's amazing how the Democrats are always leading in the CNN polls.  All the Liberals live for is the polls that they control.  Liberals are insane.	1
@USER @USER @USER @USER Your side has AntiFa. You into them? Like violence?	0
@USER @USER You are lying again! The public doesn't trust you anymore!	1
@USER Carter was the worst one term President until h was passed for that title by Oba our first Black Racist President!  Kinda like  a Black Jefferson Davis!	1
@USER @USER @USER @USER Sorry not antifa it’s the far right you know people probaly just like you who are so desperate to control women.	0
@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons	1
@USER @USER There are many dumb arguments for gun control but this may be the dumbest and most common.	1
@USER @USER @USER Amen !!!	0
@USER @USER Which some fantasy gun ban you’re rolling over in your mind would prevent?    Gun Control Is Evil Misspelled  URL	1
@USER @USER Prove your claim or be exposed as the lying piece of shit you are.   Meanwhile... URL	1
@USER @USER So is Marr really a member of the Labour Party? And Attlee and Orwell said they were conservatives? I am interested in why you think Labour is conservative.  However I don't see liberal as the opposite of conservative. Liberal poltics and economics are both right wing. Imho :)	0
@USER Antifa needs a good ole boy ass beating...	1
@USER @USER So gun control works?	0
&amp; until now my granny is still kinda mean at times.. (she's a very nice person tbh but a bit mean..) ummm maybe thats how she is..	0
@USER @USER @USER I get that she is a winner but she crosses the line in what is acceptable.	0
@USER @USER @USER @USER  @USER  Please get out to vote Republican right down the ticket or Pelosi gets back into control	0
@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all patriots. PLEASE follow back. Thank you. #MAGA #KAG #WalkAway #Witchhunt #RedWaveRising #VoteRed #VoteDemsOut #VoteRedToSaveAmerica	0
@USER @USER I’m sure this pope is on a first name basis with Satan himself. What a disgrace to the papacy	1
20 Crazy Things Liberals Blame Trump For URL via @USER	0
@USER Yep! She texted me to call her and when i did she told me i was fired like wtf	0
@USER @USER Can't do that. BLM and Antifa morons will start looting	0
2be clear I fully support free speech.  But especially when libertarians and conservatives are being silenced I don't want to read leftist trash talk in my timeline.  I don't want them censored.  I just don't remember following them.  But it is enough that I can personally block.	0
@USER @USER @USER @USER You lied you don’t know about the Mulford Act.    URL	1
@USER @USER @USER @USER He totally dodged the question about how he is making millions of dollars off Stormy Daniels while she still has to strip to make a living. He is unethical.	1
@USER .@USER is arguing that gun control laws = a violation of people's rights.   Even the conservative Scalia specified that gun regulations are consistent w/ #2A and courts have repeatedly upheld most gun restrictions.	0
@USER Good thing I watch him online.	0
"@USER But Sis Paul McCartney loves Venezuela's dictator, Iran's leader, Syrian president,"" Putin and other leaders who rule with terror.  He only has bad things to say about our beloved President Donald J. Trump!  Go figure? @USER @USER @USER"	1
@USER So that's why he is dead now??? Really FOX?? I would call that completely unrelated... This is why BLM is neccessary	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got all of u- please follow back👍	0
@USER @USER Hope he is able to stay in the league	0
@USER Another child killed by a gun . 💔😢🙏  How can ANYONE not agree that stricter gun control laws are needed in FL? #NotOneMore #GunControlNow	0
@USER im fucking sad also this gif is art	1
@USER i still get this half my work days and all i do is sit on my computer in bed lmao	0
@USER Aw boo you are the BEST mom💖	0
@USER @USER @USER @USER @USER What's the difference between these two extreme right-wing Conservatives? Hint: Only one of them is acting being a B'Stard. URL	0
Broke my toe on my second day in maga.	0
@USER Crazy people don't care what they use. I suppose you leftist who says to bad it wasn't a gun. Sounds like you're disappointed he didn't. That way you can scream gun control.	1
@USER @USER Maybe wherw you live?  Or maybe conservatives?	0
@USER @USER Apparently durbin has amnesia	0
@USER BO is bitterly PO’d that Donald Trumps presidency has made him look like the bad president that he was.	0
@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao	1
@USER thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.	1
@USER @USER @USER @USER @USER Trump uses a lot of misdirection intentionally. Would need specifics you are referencing. Media screaming he is lying is mostly their spin on it. Take the wiretap claim for instance. Trump was correct. They called him a liar for 18 months.	0
@USER @USER @USER @USER So pleased you gave me the oppotunity to show some more truth1 thanks so much I love to use supporters of the corrupt as a billboard!  URL	0
@USER @USER @USER @USER @USER @USER thanks mum!	0
@USER then you must condemn antifa and BLM who spew hate and fear toward the police	1
@USER @USER @USER Republicans platform   -take away healthcare -harm the environment  -take away children -take away women’s rights -do not believe in rule of law -voter suppression  -gerrymandering  -take away social security  -no limits to gun control -explodes the budget  #VoteBlue2018	1
@USER @USER #MAGA #KAG #TRUMP2020 #TRUMP=HERO #TRUMP=LEADER #WELUVTRUMP 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸 URL	0
@USER @USER @USER @USER I never said no one died in Sa Juan..I said she is only in charge of one town out of 78...don’t get me wrong many people to blame...in the case of Ricardo Rosello he is terrified of Trump and wants to please him at all cause.  Im sure Roselló and trump knew the count was higher	0
15-year-old Allison was completely in awe of the beauty and talented of the incomparable Marin Mazzie. So grateful to have met such an incredible woman and be a witness to her radiance!!! She is so very missed. 🌻 URL	0
@USER @USER You defending sex offenders shows you for who you are.  I don't waste my time with your types	1
@USER @USER That's just what Satan would say if he were threatened.	0
@USER Peach is naturally human. Toadette just created a drug to become human.  That and Nintendo wanted Peach playable and needed an excuse since in NSMBU she is kidnapped.	0
@USER @USER It’s a unique situation bc apparently they knew each other very well. Supposedly dated. We’ll see when more details emerge. URL	0
@USER @USER and if there is gun control in USA -who will be rounded and exterminated ??	1
@USER And tell us the context... how much has overall network TV viewership gone down during the same period? Oh about the same? Snooze...	0
@USER @USER Well he is really really smart and nothing Woodward wrote in is book is true. Good Lord this is the shit. We see it and hear it everyday all day. Did we really need a Op-ed or a book?	1
@USER @USER @USER Old pic. Trump is not monitoring anything related to the Hurricane.  Pretty sure he is shitting his pants right about now	1
@USER @USER @USER @USER “Spotty gun control” and “no internal borders”is my point. Every gun sale in Cali has to go through a FFL. It’s illegal to buy them out of state. It’s illegal for gang members in Chicago to get guns out of state. As far as a nationwide ban how’s that drug war working out for you?	0
@USER All those fund raising dinner party's with oligarchs and their stories of ripping the old Soviet Union to pieces for their own personal gain was a light bulb moment for many @USER . #Brexit will be a very lucrative endeavor for most of them.	0
@USER @USER Free Speech Systems LLC' aka 'InfoWars' is linked to a Foreign Intel Agency or other Non_Domestic entity?	0
@USER Antifa is expressly anti Nazi. Is Nunes identifying with Nazis?	0
@USER She is not the brightest light on the tree.	0
@USER @USER @USER Means nothing!! Your always so dramatic and none of your promises ever come true not sure why I still follow you. I'm starting to realize you are full of crap.	1
#Florida ! Watch this group.  URL URL	0
@USER I was on some shit last night	1
@USER so many things i’ve created but this right here might be my favorite 😭😭💔💔	0
@USER @USER how about gun control! That might be the trick.	0
"#PeoplesVote  #StopBrexit  @USER  #remain  I don't want to go.. either, You know what, After we leave, My slogans going to be It used to be better than this"" should have stayed in. Useless goverment. URL"	1
"@USER But the wicked  like the troubled sea, when it cannot rest, whose waters cast up mire and dirt. no peace, saith my God, to the wicked."" Isaiah 57:20-21"""	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing	0
@USER @USER Dude go away ....tin hatters like you make us conservatives look bad .....get a job	0
@USER Everything he just said. Is exactly why we need gun control. It’s about saving lives. Nothing else matters just saving lives. Some people get bent out of shape over the second amendment. It’s my right. Crying! Put your feelings away coward! put your guns away coward. Gun=Coward	1
@USER 'Why people who are a particular leaning?' - this implies that there is a specific effort against conservatives which I have not seen any actual evidence of. (Presidential tweets and cherry picking tweets do not count)	0
@USER Did she make some sort of sexual or foul joke? Liberals really like making her do that	1
@USER @USER @USER @USER The choice is simple. If you vote Gillum you are voting for Socialism. If you vote for Ron DeSantis you are voting for everything that makes Florida great. #VoteRonDeSantis2018 URL	0
@USER @USER @USER would help them but he is in his own sunken place..   @USER  to the rescue ? URL	1
"@USER @USER That solidarity with Israel"" banner photo of ""Antideutsch"" infiltrators was originally used in an online mag Bunker which has connections to fashy pro-Žižek types from the 8chan /leftypol/ board. It's a go-to image for the ""anti-antifa"" crowd. Archived: URL"	0
@USER Important story on business’ growth limitations due to historically low unemployment rates in WI  URL	0
@USER has clearly been compromised. He is supporting behavior that is unconstitutional.  URL	0
@USER Count me out if that’s the way she behaves to represent women	0
1 year today our founder sadly passed away. Mandy devoted her life to saving animals across the UK. We all hope she is looking down on us with a smile knowing we are continuing the work she started 20+ years ago. forever in our thoughts Mandy Leigh From all the staff &amp; Trustees URL	0
@USER @USER @USER He is not	0
@USER @USER @USER @USER This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.	0
@USER Am I an ass or is it kinda weird Char wore a shirt to wrestle the lesbian? I’m joking....but not really	1
@USER Ooooo Damn! Looks like a Rainbow! All Pretty And Shit!	1
@USER @USER @USER 1. What’s your definition of a mass shooting? 2. Headlines where? Nationally or locally? 3. Does ONE gun death —EVERY. SINGLE. ONE. —makes headlines? 4. Australia: tell me about those mass carnages that happened after gun control was imposed. Links to reputable sources please.	0
@USER He is a coward.	1
@USER URL  Go back to Alpha.  Sara will report more today.  Omega is coming.  Truth.  Trust the Plan.  MAGA ... WE are the PLAN = Truth.	0
@USER @USER @USER Because the non-citizens are looking for a free ride on the backs of the American taxpayer and liberals are looking for votes. It's like a pyramid. They need to bring new people in at the bottom to support them at the top.	0
@USER MEANWHILE... Greatest economy ever. More jobs for blacks and hispanics in history. 401K is kicking ass. MS13 and ILLEGALS are being DEPORTED daily. NK is back to the table for denuclearizing. Trump is draining the corruption of DOJ and FBI. #OUTFRICKINGSTANDING!  #MAGA2020 URL	1
@USER Because the NYT as it has always been (see Church Committee &amp; Legacy of Ashes) infiltrated with Deep State actors....The extent to which the Deep State will go (see DOJ/FBI criminality)	0
@USER @USER @USER Look Ellen.... I am not a socialist commie... you are the one for government Universal Health Care bigger government gun control and free colleges. I am American I'm for capitalism	1
(But look how cranky she is! URL )	0
"@USER @USER I watched you on with Ari Melber and you were great. You are strong, articulate and have a large heart that extends to those who need a voice. Congrats to you. I guess we know Who's the Boss is Now""!"""	0
@USER @USER This proves that liberals only care about these issues when Republicans are in control.	0
@USER Fake News spewing lies again ! Patriot Voters do not approve of Kaepernick and his Socialist Nike Ads!!👎🏼👎🏼👎🏼🤮🔥👹	0
"@USER I don't agree. I prefer gun control"". ""Gun safety"" shifts the debate into a lane that they prefer. Don't give an inch."""	0
Fighting the lies with one letter.  #Q #QAnon #QArmy #MAGA #WeThePeople #followthewhiterabbit #WWG1WGA #SpyGate #RedWaveRising #EnoughIsEnough #WalkAway #propaganda URL	0
@USER @USER It’s never been about that!!Everything about Color 🤨If public safety was a concern there would be MORE GUN CONTROL e.g Assault Rifles 😶	0
